route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
7928,2,5213384,California & Presidio Ave,1,395555,92369
7928,2,5213383,California & Presidio Ave,1,395552,92369
7928,2,5213382,California & Presidio Ave,1,395553,92369
7928,2,5213381,California & Presidio Ave,1,395554,92369
7928,2,5213380,California & Presidio Ave,1,395564,92369
7928,2,5213379,California & Presidio Ave,1,395563,92369
7928,2,5213378,California & Presidio Ave,1,395557,92369
7928,2,5213377,California & Presidio Ave,1,395559,92369
7928,2,5213376,California & Presidio Ave,1,395562,92369
7928,2,5213375,California & Presidio Ave,1,395556,92369
7928,2,5213374,California & Presidio Ave,1,395561,92369
7928,1,5213095,California & Presidio Ave,1,395541,92369
7928,1,5213094,California & Presidio Ave,1,395524,92369
7928,1,5213093,California & Presidio Ave,1,395542,92369
7928,2,5213358,Downtown,1,395553,92370
7928,2,5213359,Downtown,1,395554,92370
7928,2,5213360,Downtown,1,395555,92370
7928,2,5213361,Downtown,1,395552,92370
7928,2,5213362,Downtown,1,395553,92370
7928,2,5213363,Downtown,1,395554,92370
7928,2,5213364,Downtown,1,395555,92370
7928,2,5213365,Downtown,1,395552,92370
7928,2,5213366,Downtown,1,395553,92370
7928,2,5213442,Downtown,1,395554,92370
7928,2,5213441,Downtown,1,395555,92370
7928,2,5213367,Downtown,1,395560,92370
7928,2,5213368,Downtown,1,395552,92370
7928,2,5213369,Downtown,1,395564,92370
7928,2,5213370,Downtown,1,395558,92370
7928,2,5213453,Downtown,1,395553,92370
7928,2,5213452,Downtown,1,395554,92370
7928,2,5213451,Downtown,1,395563,92370
7928,2,5213450,Downtown,1,395555,92370
7928,2,5213449,Downtown,1,395560,92370
7928,2,5213448,Downtown,1,395552,92370
7928,2,5213447,Downtown,1,395557,92370
7928,2,5213446,Downtown,1,395564,92370
7928,2,5213445,Downtown,1,395558,92370
7928,2,5213444,Downtown,1,395553,92370
7928,3,5213591,Downtown,1,395568,92370
7928,3,5213592,Downtown,1,395565,92370
7928,3,5213593,Downtown,1,395566,92370
7928,3,5213595,Downtown,1,395567,92370
7928,3,5213596,Downtown,1,395568,92370
7928,3,5213598,Downtown,1,395565,92370
7928,3,5213599,Downtown,1,395572,92370
7928,3,5213600,Downtown,1,395566,92370
7928,3,5213602,Downtown,1,395569,92370
7928,3,5213603,Downtown,1,395570,92370
7928,3,5213604,Downtown,1,395567,92370
7928,3,5213606,Downtown,1,395568,92370
7928,3,5213607,Downtown,1,395571,92370
7928,3,5213609,Downtown,1,395565,92370
7928,3,5213610,Downtown,1,395572,92370
7928,3,5213612,Downtown,1,395566,92370
7928,3,5213613,Downtown,1,395573,92370
